season,season_type,week,scope,leaderboard,rank,league_average,play_game_id,play_game_key,play_play_id,play_sequence,play_play_description,play_play_type_code,play_play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_is_change_of_possession,play_home_score,play_visitor_score,play_start_game_clock,play_end_game_clock,play_play_direction,play_play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_actual_yards_to_go,play_actual_yardline_for_first_down,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_week,leader_pass_yards,leader_air_yards,leader_completion_probability,leader_receiver_birth_date,leader_receiver_college_name,leader_receiver_college_conference,leader_receiver_height,leader_receiver_weight,leader_receiver_entry_year,leader_receiver_rookie_year,leader_receiver_draft_club,leader_receiver_draft_number,leader_receiver_draftround,leader_receiver_team_abbr,leader_receiver_status_description_abbr,leader_receiver_status_short_description,leader_receiver_gsis_id,leader_receiver_display_name,leader_receiver_short_name,leader_receiver_esb_id,leader_receiver_position_group,leader_receiver_position,leader_receiver_jersey_number,leader_receiver_current_team_id,leader_receiver_season,leader_receiver_gsis_it_id,leader_receiver_smart_id,leader_receiver_first_name,leader_receiver_last_name,leader_receiver_football_name,leader_receiver_ngs_position,leader_receiver_ngs_position_group,leader_receiver_uniform_number,leader_receiver_status,leader_receiver_headshot,leader_player_name,leader_first_name,leader_last_name,leader_short_name,leader_gsis_id,leader_esb_id,leader_team_id,leader_team_abbr,leader_jersey_number,leader_position,leader_position_group,leader_week,leader_headshot,leader_receiver_season_type,leader_receiver_week,leader_expected_rush_yards,leader_rush_yards_over_expected,leader_rush_yards,leader_is_touchdown,leader_yards_after_catch,leader_rec_yards,leader_expected_yards_after_catch,leader_yards_after_catch_over_expectation,leader_in_play_dist,leader_yards,leader_distance_covered,leader_max_speed,leader_time,leader_season_avg,leader_team_avg
2021,REG,10,week,distance_ball_carrier,9,,2021111410,58650,3304,3304.0,(7:26) (Shotgun) A.Rodgers pass short left to A.Dillon to SEA 26 for 50 yards (B.Wagner).,2,play_type_pass,4,2,6,1800,07:26,GB 24,24,GB,34,2021-11-15T00:03:26.000Z,false,false,false,false,false,false,10,0,7:26,7:14,right,APPROVED,10,0,true,6.46,39.35,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Dillon,Algiers,Dillon,A.Dillon,00-0036265,DIL237740,1800,GB,28,RB,RB,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/imxxt8yrbrxptoxr1hw5,,,,,,,,,,,67.21,50,,,,,
2021,REG,10,week,distance_ball_carrier,10,,2021111405,58645,660,660.0,(3:47) (Shotgun) R.Tannehill pass short left to M.Johnson to NO 26 for 50 yards (M.Lattimore).,2,play_type_pass,1,2,6,2100,03:47,TEN 24,24,TEN,86,2021-11-14T18:27:16.000Z,false,false,false,false,false,false,0,0,3:48,3:38,left,APPROVED,0,0,true,6.91,80.48,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Johnson,Marcus,Johnson,M.Johnson,00-0032980,JOH490446,2100,TEN,88,WR,WR,10,https://static.www.nfl.com/image/private/{formatInstructions}/league/pwq2yi4ewqtsx6buynay,,,,,,,,,,,67.20000000000002,50,,,,,
2021,REG,10,week,distance_ball_carrier,11,,2021111404,58644,1896,1896.0,"C.Boswell kicks 59 yards from PIT 35 to DET 6. G.Igwebuike to DET 44 for 38 yards (M.Allen). PENALTY on DET-K.Hodge, Offensive Holding, 10 yards, enforced at DET 25.",32,play_type_kickoff,3,0,0,3900,15:00,PIT 35,35,PIT,45,2021-11-14T19:31:07.000Z,true,true,false,false,false,true,10,10,15:00,14:53,right,APPROVED,10,10,false,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godwin Igwebuike,Godwin,Igwebuike,G.Igwebuike,00-0034614,IGW422041,1540,DET,35,RB,RB,10,https://static.www.nfl.com/image/private/{formatInstructions}/league/d0jsvuhu4xwkyegnlauh,,,,,,,,,,,66.73,19,,,,,
2021,REG,10,week,distance_ball_carrier,12,,2021111403,58643,2579,2579.0,(11:41) J.Allen pass deep middle to G.Davis to NYJ 15 for 49 yards (J.Wilson).,2,play_type_pass,3,1,10,0610,11:41,BUF 36,36,BUF,46,2021-11-14T20:01:46.000Z,false,false,false,false,false,false,3,24,11:41,11:33,right,APPROVED,3,24,true,10.0,55.72,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Davis,Gabriel,Davis,G.Davis,00-0036196,DAV329675,0610,BUF,13,WR,WR,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rlmgjtfct5qjtbwcjqg6,,,,,,,,,,,66.46999999999996,49,,,,,
2021,REG,10,week,distance_ball_carrier,13,,2021111403,58643,834,834.0,"(3:38) B.Mann punts 46 yards to BUF 34, Center-T.Hennessy. I.McKenzie to NYJ 40 for 26 yards (T.Wesco).",2,play_type_punt,1,4,15,3430,03:38,NYJ 20,20,NYJ,30,2021-11-14T18:33:16.000Z,true,false,false,false,false,true,0,10,3:39,3:27,right,APPROVED,0,10,false,15.31,44.89,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah McKenzie,Isaiah,McKenzie,I.McKenzie,00-0033466,MCK250948,0610,BUF,19,WR,WR,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gy6grhpxsegfgklfadte,,,,,,,,,,,62.489999999999995,26,,,,,
2021,REG,10,week,distance_ball_carrier,14,,2021111408,58648,1537,1537.0,(6:31) S.Kelemete reported in as eligible.  J.Herbert pass deep left intended for K.Allen INTERCEPTED by E.Kendricks at LAC 31. E.Kendricks to LAC 31 for no gain (K.Allen).,2,play_type_pass,2,1,10,4400,06:31,LAC 12,12,LAC,98,2021-11-14T22:08:57.000Z,false,false,false,false,false,true,3,6,6:31,6:19,left,APPROVED,3,6,true,10.0,88.39,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Kendricks,Eric-Nathan,Kendricks,E.Kendricks,00-0031554,KEN101224,3000,MIN,54,ILB,LB,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/adc49lyuljufsfseggdc,,,,,,,,,,,62.05,0,,,,,
2021,REG,10,week,distance_ball_carrier,15,,2021111406,58646,2822,2822.0,J.Slye kicks 66 yards from WAS 35 to TB -1. J.Darden pushed ob at TB 33 for 34 yards (J.Slye).,32,play_type_kickoff,3,0,0,5110,04:21,WAS 35,35,WAS,75,2021-11-14T20:13:22.000Z,true,false,false,false,false,true,23,13,4:21,4:13,left,APPROVED,23,13,false,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaelon Darden,Jaelon,Darden,J.Darden,00-0036877,DAR261346,4900,TB,1,WR,WR,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/po3sqw0b1qwonkg80lrf,,,,,,,,,,,61.25,34,,,,,
2021,REG,10,week,distance_ball_carrier,16,,2021111403,58643,1971,1971.0,(1:53) (Shotgun) J.Allen pass deep left to S.Diggs pushed ob at NYJ 23 for 57 yards (B.Echols).,2,play_type_pass,2,1,15,0610,01:53,BUF 20,20,BUF,30,2021-11-14T19:23:14.734Z,false,false,false,false,false,false,3,10,1:53,1:46,right,APPROVED,3,10,true,15.0,44.75,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefon Diggs,Stefon,Diggs,S.Diggs,00-0031588,DIG218895,0610,BUF,14,WR,WR,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cemcexmscsarpvwhafln,,,,,,,,,,,60.98999999999999,57,,,,,
2021,REG,10,week,distance_ball_carrier,17,,2021111403,58643,4081,4081.0,(8:10) (Shotgun) J.Allen pass deep left to S.Diggs to NYJ 14 for 43 yards (S.Neasman).,2,play_type_pass,4,1,10,0610,08:10,BUF 43,43,BUF,67,2021-11-14T21:00:31.000Z,false,false,false,false,false,false,10,38,8:10,8:02,left,APPROVED,10,38,true,10.0,57.09,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefon Diggs,Stefon,Diggs,S.Diggs,00-0031588,DIG218895,0610,BUF,14,WR,WR,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cemcexmscsarpvwhafln,,,,,,,,,,,60.26,43,,,,,
2021,REG,10,week,distance_ball_carrier,18,,2021111405,58645,3190,3190.0,(12:57) (Shotgun) R.Tannehill pass short left to D.Foreman to NO 9 for 39 yards (M.Williams).,2,play_type_pass,4,2,7,2100,12:57,NO 48,48,NO,58,2021-11-14T20:27:08.000Z,false,false,false,false,false,false,20,12,12:58,12:48,left,APPROVED,20,12,true,7.45,51.15,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D'Onta Foreman,D'Onta,Foreman,D.Foreman,00-0033925,FOR392618,2100,TEN,7,RB,RB,10,https://static.www.nfl.com/image/upload/{formatInstructions}/league/shlxaet74pmn8arznphw,,,,,,,,,,,57.14000000000001,39,,,,,
2021,REG,10,week,distance_ball_carrier,19,,2021111100,58639,1872,1872.0,(:34) (Shotgun) J.Brissett pass deep right to I.Ford to BLT 15 for 52 yards (G.Stone) [T.Bowser].,2,play_type_pass,2,2,8,2700,00:34,MIA 33,33,MIA,43,2021-11-12T02:41:40.000Z,false,false,false,false,false,false,3,3,:34,:25,right,APPROVED,3,3,true,8.66,50.33,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Ford,Isaiah,Ford,I.Ford,00-0033471,FOR208311,2700,MIA,87,WR,WR,10,https://static.www.nfl.com/image/private/{formatInstructions}/league/ycqftcjsc9vyqmc8tlmw,,,,,,,,,,,56.61999999999997,52,,,,,
2021,REG,10,week,distance_ball_carrier,20,,2021111403,58643,2432,2432.0,(12:43) E.Sanders right end pushed ob at NYJ 8 for 24 yards (D.Phillips).,2,play_type_rush,3,1,10,0610,12:43,NYJ 32,32,NYJ,78,2021-11-14T19:51:51.000Z,false,false,false,false,false,false,3,17,12:44,12:37,right,APPROVED,3,17,true,10.0,87.86,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Sanders,Emmanuel,Sanders,E.Sanders,00-0027685,SAN295989,0610,BUF,1,WR,WR,10,https://static.www.nfl.com/image/private/{formatInstructions}/league/potkibjtm855tsawozs0,,,,,,,,,,,56.600000000000016,24,,,,,
2021,REG,11,week,distance_ball_carrier,1,,2021112108,58662,935,935.0,(:01) (Shotgun) R.Tannehill pass short left intended for A.Brown INTERCEPTED by K.Grugier-Hill at HST 12. K.Grugier-Hill to TEN 6 for 82 yards (D.Hilliard).,2,play_type_pass,1,3,6,2100,00:01,HOU 18,18,HOU,28,2021-11-21T18:35:49.120Z,false,false,false,false,false,true,0,3,:01,:00,left,APPROVED,0,3,true,6.24,22.22,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamu Grugier-Hill,Caelan Kamuela,Grugier-Hill,K.Grugier-Hill,00-0032437,GRU516162,2120,HOU,51,ILB,LB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sxfai8ftbojvsdl3wvem,,,,,,,,,,,95.78999999999999,82,,,,,
2021,REG,11,week,distance_ball_carrier,2,,2021112105,58659,3628,3628.0,"(2:17) (Shotgun) A.Rodgers pass deep left to M.Valdes-Scantling for 75 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,1800,02:17,GB 25,25,GB,85,2021-11-21T20:46:55.000Z,false,false,true,false,false,false,31,30,2:17,2:08,left,APPROVED,31,24,true,10.0,75.33,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,M.Valdes-Scantling,00-0034272,VAL142116,1800,GB,83,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xkdli55uvkkffiq6fwnu,,,,,,,,,,,84.86999999999999,75,,,,,
2021,REG,11,week,distance_ball_carrier,3,,2021112102,58656,2605,2605.0,"(8:12) (Shotgun) A.Dalton pass short right to D.Mooney for 60 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,0810,08:12,CHI 40,40,CHI,70,2021-11-21T19:54:54.000Z,false,false,true,false,false,false,6,6,8:13,8:02,left,APPROVED,0,6,true,10.0,60.28,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darnell Mooney,Darnell,Mooney,D.Mooney,00-0036309,MOO076900,0810,CHI,11,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eaejonwaflt9drrs9ika,,,,,,,,,,,74.45999999999998,60,,,,,
2021,REG,11,week,distance_ball_carrier,4,,2021112103,58657,2679,2679.0,"(2:04) (Shotgun) D.Swift right tackle for 57 yards, TOUCHDOWN.",2,play_type_rush,3,3,8,1540,02:04,DET 43,43,DET,53,2021-11-21T20:14:55.000Z,false,false,true,false,false,false,13,6,2:06,1:55,right,APPROVED,13,0,true,8.17,60.95,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D'Andre Swift,D'Andre,Swift,D.Swift,00-0036275,SWI228476,1540,DET,32,RB,RB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/owpmwzoilitcodc6cmxo,,,,,,,,,,,71.69000000000003,57,,,,,
2021,REG,11,week,distance_ball_carrier,5,,2021112106,58660,3129,3129.0,"(3:10) (Shotgun) J.Flacco pass short left to E.Moore for 62 yards, TOUCHDOWN.",2,play_type_pass,3,3,8,3430,03:10,NYJ 38,38,NYJ,72,2021-11-21T20:17:00.000Z,false,false,true,false,false,false,13,14,,3:01,left,APPROVED,7,14,true,8.75,63.92,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Moore,Elijah,Moore,E.Moore,00-0036980,MOO279723,3430,NYJ,8,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wax90oyx9vs0x9j4nt5n,,,,,,,,,,,70.21999999999997,62,,,,,
2021,REG,11,week,distance_ball_carrier,6,,2021112106,58660,2603,2603.0,"(9:16) (No Huddle, Shotgun) T.Tagovailoa pass deep left to M.Hollins for 65 yards, TOUCHDOWN.",2,play_type_pass,3,2,1,2700,09:16,MIA 35,35,MIA,45,2021-11-21T19:53:45.000Z,false,false,true,false,false,false,7,13,9:17,9:08,right,APPROVED,7,7,true,1.26,45.37,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mack Hollins,Mack,Hollins,M.Hollins,00-0033555,HOL280459,2700,MIA,86,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qbz7whjzsittudcecezw,,,,,,,,,,,69.35000000000001,65,,,,,
2021,REG,11,week,distance_ball_carrier,7,,2021112111,58665,3459,3459.0,(8:56) (Shotgun) R.Wilson pass deep right to T.Lockett ran ob at ARZ 26 for 48 yards (J.Thompson).,2,play_type_pass,4,1,10,4600,08:56,SEA 26,26,SEA,36,2021-11-21T23:58:06.000Z,false,false,false,false,false,false,6,16,8:56,8:47,right,APPROVED,6,16,true,10.0,45.43,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Lockett,Tyler,Lockett,T.Lockett,00-0032211,LOC420915,4600,SEA,16,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gyhvviyep9iigeaobxmi,,,,,,,,,,,68.55,48,,,,,
2021,REG,11,week,distance_ball_carrier,8,,2021112110,58664,258,258.0,(11:49) T.Hill left end pushed ob at DAL 28 for 33 yards (M.Hooker).,2,play_type_rush,1,1,10,2310,11:49,KC 39,39,KC,49,2021-11-21T21:30:54.000Z,false,false,false,false,false,false,0,0,11:50,11:41,right,APPROVED,0,0,true,10.0,58.88,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyreek Hill,Tyreek,Hill,T.Hill,00-0033040,HIL628694,2310,KC,10,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gg73gnfivrn80oyqwazl,,,,,,,,,,,65.81999999999998,33,,,,,
2021,REG,11,week,distance_ball_carrier,9,,2021111800,58653,2416,2416.0,(5:18) M.Jones pass deep right intended for J.Smith INTERCEPTED by A.Terrell at ATL 13. A.Terrell to ATL 48 for 35 yards (M.Jones; J.Johnson).,2,play_type_pass,3,1,10,3200,05:18,ATL 38,38,ATL,48,2021-11-19T03:14:34.000Z,false,false,false,false,false,true,0,13,5:18,5:07,left,APPROVED,0,13,true,10.0,38.09,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Terrell,A.J.,Terrell,A.Terrell,00-0036285,TER272956,0200,ATL,24,CB,DB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/plww5syeocezywkpgpmg,,,,,,,,,,,65.33,35,,,,,
2021,REG,11,week,distance_ball_carrier,10,,2021112107,58661,2408,2408.0,"(:34) (No Huddle, Shotgun) T.Siemian pass short right intended for D.Harris INTERCEPTED by D.Slay at PHI 49. D.Slay for 51 yards, TOUCHDOWN.",2,play_type_pass,2,2,5,3300,00:34,NO 41,41,NO,69,2021-11-21T19:37:29.000Z,false,false,true,false,false,true,26,7,:35,:25,left,APPROVED,20,7,true,5.28,64.4,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darius Slay,Darius,Slay,D.Slay,00-0030062,SLA746089,3700,PHI,2,CB,DB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r7dwifb7wrqvqj714dgh,,,,,,,,,,,65.06999999999998,51,,,,,
2021,REG,11,week,distance_ball_carrier,11,,2021112105,58659,55,55.0,(15:00) (Shotgun) A.Rodgers pass short right to D.Adams to MIN 38 for 37 yards (E.Kendricks).,2,play_type_pass,1,1,10,1800,15:00,GB 25,25,GB,85,2021-11-21T18:03:28.000Z,false,false,false,false,false,false,0,0,15:00,14:52,left,APPROVED,0,0,true,10.0,75.1,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davante Adams,Davante,Adams,D.Adams,00-0031381,ADA218591,1800,GB,17,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tdzluk4xau3arxqk9zsl,,,,,,,,,,,63.81000000000001,37,,,,,
2021,REG,11,week,distance_ball_carrier,12,,2021112107,58661,1417,1417.0,(11:33) (Shotgun) J.Hurts pass short right to D.Smith to NO 34 for 33 yards (D.Davis).,2,play_type_pass,2,3,2,3700,11:33,PHI 33,33,PHI,43,2021-11-21T19:01:49.000Z,false,false,false,false,false,false,14,7,11:35,11:24,right,APPROVED,14,7,true,2.55,44.43,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeVonta Smith,DeVonta,Smith,D.Smith,00-0036912,SMI206016,3700,PHI,6,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/k724kq3hyv7jc0y9s03x,,,,,,,,,,,63.80999999999999,33,,,,,
2021,REG,11,week,distance_ball_carrier,13,,2021112105,58659,240,240.0,(12:10) (Shotgun) K.Cousins pass deep right to J.Jefferson to GB 28 for 43 yards (D.Savage) [D.Campbell].,2,play_type_pass,1,3,6,3000,12:10,MIN 29,29,MIN,39,2021-11-21T18:11:07.000Z,false,false,false,false,false,false,0,3,12:11,12:01,right,APPROVED,0,3,true,6.26,44.44,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Jefferson,Justin,Jefferson,J.Jefferson,00-0036322,JEF269287,3000,MIN,18,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/htjevkugzk6ietrjysny,,,,,,,,,,,63.74,43,,,,,
2021,REG,11,week,distance_ball_carrier,14,,2021112109,58663,1027,1027.0,D.Carlson kicks 62 yards from LV 35 to CIN 3. D.Phillips to CIN 28 for 25 yards (B.Facyson).,32,play_type_kickoff,2,0,0,2520,11:06,LV 35,35,LV,45,2021-11-21T21:48:20.000Z,true,false,false,false,false,true,6,3,11:06,10:59,right,APPROVED,6,3,false,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darius Phillips,Darius,Phillips,D.Phillips,00-0034683,PHI140202,0920,CIN,23,CB,DB,11,https://static.www.nfl.com/image/private/{formatInstructions}/league/jv2z4lfztmt3dgql1ozj,,,,,,,,,,,63.15999999999997,25,,,,,
2021,REG,11,week,distance_ball_carrier,15,,2021112105,58659,718,718.0,"(2:40) K.Cousins pass deep right to J.Jefferson to GB 1 for 56 yards (A.Amos). Minnesota challenged the short of the goal line ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",2,play_type_pass,1,2,7,3000,02:40,MIN 43,43,MIN,53,2021-11-21T18:30:38.000Z,false,false,false,false,false,false,3,3,2:41,2:32,right,APPROVED,3,3,true,7.24,59.59,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Jefferson,Justin,Jefferson,J.Jefferson,00-0036322,JEF269287,3000,MIN,18,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/htjevkugzk6ietrjysny,,,,,,,,,,,61.02000000000001,56,,,,,
2021,REG,11,week,distance_ball_carrier,16,,2021112112,58666,3511,3511.0,"(9:23) (Shotgun) J.Herbert scrambles left end to PIT 11 for 36 yards (C.Heyward). PIT-A.Maulet was injured during the play.  PENALTY on PIT-C.Heyward, Unnecessary Roughness, 6 yards, enforced at PIT 11.",2,play_type_rush,4,3,5,4400,09:23,PIT 47,47,PIT,63,2021-11-22T03:53:18.000Z,false,true,false,false,false,false,27,20,9:23,9:14,right,APPROVED,27,20,false,5.64,67.68,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Herbert,Justin,Herbert,J.Herbert,00-0036355,HER031169,4400,LAC,10,QB,QB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jnkspnntgebegzp4ghve,,,,,,,,,,,59.760000000000005,36,,,,,
2021,REG,11,week,distance_ball_carrier,17,,2021112107,58661,193,193.0,"(13:18) B.Gillikin punts 62 yards to PHI 3, Center-Z.Wood. J.Reagor to PHI 15 for 12 yards (G.Griffin).",2,play_type_punt,1,4,11,3300,13:18,NO 35,35,NO,45,2021-11-21T18:06:37.000Z,true,false,false,false,false,true,0,0,13:18,13:07,right,APPROVED,0,0,false,11.58,55.54,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Reagor,Jalen,Reagor,J.Reagor,00-0036387,REA338982,3700,PHI,18,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r55ywr41a014zd9zmvc1,,,,,,,,,,,58.91000000000001,12,,,,,
2021,REG,11,week,distance_ball_carrier,18,,2021112100,58654,40,40.0,T.Bass kicks 63 yards from BUF 35 to IND 2. I.Rodgers pushed ob at IND 35 for 33 yards (J.Poyer).,32,play_type_kickoff,1,0,0,0610,15:00,BUF 35,35,BUF,45,2021-11-21T18:02:53.000Z,true,false,false,false,false,true,0,0,15:00,14:56,right,APPROVED,0,0,false,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Rodgers,Isaiah,Rodgers,I.Rodgers,00-0036222,ROD368010,2200,IND,34,CB,DB,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ukadn9uyrajapqo6gxuj,,,,,,,,,,,58.40000000000001,33,,,,,
2021,REG,11,week,distance_ball_carrier,19,,2021112112,58666,3725,3725.0,(6:36) (Shotgun) B.Roethlisberger pass short right to D.Johnson ran ob at LAC 27 for 32 yards (M.Davis).,2,play_type_pass,4,3,5,3900,06:36,PIT 41,41,PIT,69,2021-11-22T04:05:46.000Z,false,false,false,false,false,false,34,20,6:36,6:29,left,APPROVED,34,20,true,5.44,64.08,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diontae Johnson,Diontae,Johnson,D.Johnson,00-0035216,JOH000017,3900,PIT,18,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rjtil6ilydmwoy0btlt7,,,,,,,,,,,57.85999999999997,32,,,,,
2021,REG,11,week,distance_ball_carrier,20,,2021112104,58658,727,727.0,(:20) J.Garoppolo pass short right to B.Aiyuk pushed ob at JAX 46 for 34 yards (A.Wingard).,2,play_type_pass,1,1,10,4500,00:20,SF 20,20,SF,30,2021-11-21T18:28:40.000Z,false,false,false,false,false,false,0,3,:20,:12,right,APPROVED,0,3,true,10.0,39.57,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Aiyuk,Brandon,Aiyuk,B.Aiyuk,00-0036261,AIY189231,4500,SF,11,WR,WR,11,https://static.www.nfl.com/image/upload/{formatInstructions}/league/avzzxycxyculxxqce5k7,,,,,,,,,,,56.84,34,,,,,
2021,REG,12,week,distance_ball_carrier,1,,2021112501,58669,2804,2804.0,"D.Carlson kicks 65 yards from LV 35 to DAL 0. T.Pollard for 100 yards, TOUCHDOWN.",32,play_type_kickoff,3,0,0,2520,07:13,LV 35,35,LV,45,2021-11-25T23:56:16.602Z,true,false,true,false,false,true,19,24,7:13,7:01,right,APPROVED,13,24,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Pollard,Tony,Pollard,T.Pollard,00-0035261,POL283188,1200,DAL,20,RB,RB,12,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mb2xdrqiys6ktlcuah2n,,,,,,,,,,,116.36,100,,,,,
2021,REG,12,week,distance_ball_carrier,2,,2021112809,58680,2683,2683.0,"M.Wishnowsky kicks 64 yards from SF 35 to MIN 1. K.Nwangwu for 99 yards, TOUCHDOWN.",32,play_type_kickoff,3,0,0,4500,04:58,SF 35,35,SF,45,2021-11-28T23:36:43.000Z,true,false,true,false,false,true,31,26,4:58,4:48,right,APPROVED,31,20,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kene Nwangwu,Kene,Nwangwu,K.Nwangwu,00-0036842,NWA456204,3000,MIN,26,RB,RB,12,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rlnqgz517fsohrndgjrb,,,,,,,,,,,107.99,99,,,,,
2021,REG,12,week,distance_ball_carrier,3,,2021112900,58682,1804,1804.0,"J.Slye extra point is Blocked (R.Green), Center-C.Cheeseman, Holder-T.Way. DEFENSIVE TWO-POINT ATTEMPT. R.Green recovered the blocked kick. ATTEMPT SUCCEEDS.",26,play_type_xp,2,0,0,5110,00:56,SEA 15,15,SEA,95,2021-11-30T02:29:26.000Z,true,false,true,false,false,false,9,9,:56,:56,right,APPROVED,9,7,false,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasheem Green,Rasheem,Green,R.Green,00-0034831,GRE330410,4600,SEA,94,DE,DL,12,https://static.www.nfl.com/image/private/{formatInstructions}/league/q5a4fmrm2xxioqe5ijpi,,,,,,,,,,,93.93000000000002,,,,,,
